yard,treatment_grp,lab_ID,field_ID,nuc_year,date_collected,sampling_event,year,queen_breeder,queen_year_mated,overwinter_success,virgin_year,frame_of_bees_FHA,frame_of _bees_date,frame_of_bees,brood_amnt_FHA,brood_amnt,brood_pat,brood_swarm_cells,disease_present,FKB_start_date,FKB_end_date,FKB_start_uncapped,FKB_start_capped,FKB_end_capped,FKB_percentile,UBO_date,UBO_T0,UBO_T2,UBO_T0_capped,UBO_T2_capped,UBO_assay_score,RNA_ext_date,virus_count,varroa_count,nosema_count,varroa_load_mites/100bees,nosema_load_spores/bee,honey_removed,october_weight,queen_eval_pat,queen_eval_amt,pollen_sub_added,comments,,,,
Brigham,,35,,,5/7/22,6,2022,,,alive,,9,04/22/02,,,,,,,,,,,,,,,,,,,20220212,,7,352,2.333333333,17600000,,,,,x,,,,,
Brigham,,38,,,5/7/22,6,2022,,,alive,,10,04/22/02,,,,,,,,,,,,,,,,,,,20220226,,2,180,0.6666666667,9000000,,,,,x,,,,,
Brigham,,36,,,,6,2022,,,dead,,,,,,,,,,,,,,,,,,,,,,20220212,,,,0,0,,,,,x,,,,,
Brigham,,39,,,,6,2022,,,dead,,,,,,,,,,,,,,,,,,,,,,20220214,,,,0,0,,,,,x,,,,,
Brigham,,41,,,5/7/22,6,2022,,,alive,,12,04/22/02,,,,,,,,,,,,,,,,,,,20220214,,8,161,2.666666667,8050000,,,,,x,,,,,
Brigham,,40,,,5/7/22,6,2022,,,alive,,16,04/22/02,,,,,,,,,,,,,,,,,,,20220212,,13,93,4.333333333,4650000,,,,,x,,,,,
Brigham,,34,,,,6,2022,,,dead? no record,,,,,,,,,,,,,,,,,,,,,,20220218,,,,0,0,,,,,x,,,,,
Brigham,,37,,,5/7/22,6,2022,,,alive,,10,04/22/02,,,,,,,,,,,,,,,,,,,20220226,,1,95,0.3333333333,4750000,,,,,x,,,,,
Camisa,,46,,,5/7/22,6,2022,,,alive,,16,05/02/22,,,,,,,,,,,,,,,,,,,20220226,,0,13,0,650000,,,,,x,,,,,
Camisa,,43,,,5/7/22,6,2022,,,alive,,15,05/02/22,,,,,,,,,,,,,,,,,,,20220225,,1,134,0.3333333333,6700000,,,,,x,,,,,
Camisa,,44,,,5/7/22,6,2022,,,alive,,17,05/02/22,,,,,,,,,,,,,,,,,,,20220218,,2,4,0.6666666667,200000,,,,,x,,,,,
Camisa,,42,,,,6,2022,,,alive,,13,05/02/22,,,,,,,,,,,,,,,,,,,20220218,,0,275,0,13750000,,,,,x,,,,,
Camisa,,48,,,5/7/22,6,2022,,,alive,,22,05/02/22,,,,,,,,,,,,,,,,,,,20220218,,1,16,0.3333333333,800000,,,,,x,,,,,
Camisa,,45,,,5/7/22,6,2022,,,alive,,12,05/02/22,,,,,,,,,,,,,,,,,,,20220214,,1,118,0.3333333333,5900000,,,,,x,,,,,
Camisa,,47,,,5/7/22,6,2022,,,alive,,17,05/02/22,,,,,,,,,,,,,,,,,,,20220225,,0,35,0,1750000,,,,,x,,,,,
Yandow,,59,,,,6,2022,,,dead,,,,,,,,,,,,,,,,,,,,,,20220226,,,,0,0,,,,,x,,,,,
Yandow,,60,,,5/7/22,6,2022,,,alive,,12,05/02/22,,,,,,,,,,,,,,,,,,,20220218,,0,87,0,4350000,,,,,x,,,,,
Yandow,,61,,,5/7/22,6,2022,,,alive,,14,05/02/22,,,,,,,,,,,,,,,,,,,20220218,,0,1,0,50000,,,,,x,,,,,
Yandow,,62,,,5/7/22,6,2022,,,alive,,15,05/02/22,,,,,,,,,,,,,,,,,,,20220226,,18,3,6,150000,,,,,x,,,,,
Yandow,,63,,,5/7/22,6,2022,,,alive,,20,05/02/22,,,,,,,,,,,,,,,,,,,20220218,,0,0,0,0,,,,,x,,,,,
Yandow,,64,,,5/7/22,6,2022,,,alive,,14,05/02/22,,,,,,,,,,,,,,,,,,,20220225,,1,1,0.3333333333,50000,,,,,x,,,,,
Yandow,,65,,,,6,2022,,,dead,,,,,,,,,,,,,,,,,,,,,,20220225,,,,0,0,,,,,x,,,,,
Yandow,,66,,,5/7/22,6,2022,,,alive,,12,05/02/22,,,,,,,,,,,,,,,,,,,20220226,,1,7,0.3333333333,350000,,,,,x,,,,,
Allard,,56,,,5/1/22,6,2022,,,alive ,,Sticker on front - 8,05/02/22,,,,,,,,,,,,,,,,,,,20220309,,3,0,1,0,,,,,x,,,,,
Allard,,49,,,,6,2022,,,dead,,,,,,,,,,,,,,,,,,,,,,20220309,,,,0,0,,,,,x,,,,,
Allard,,55,,,,6,2022,,,dead,,,,,,,,,,,,,,,,,,,,,,20220309,,,,0,0,,,,,x,,,,,
Allard,,58,,,,6,2022,,,dead,,,,,,,,,,,,,,,,,,,,,,na,,,,0,0,,,,,x,,,,,
Allard,,50,,,,6,2022,,,dead,,,,,,,,,,,,,,,,,,,,,,20220311,,,,0,0,,,,,x,,,,,
Allard,,53,,,,6,2022,,,dead,,,,,,,,,,,,,,,,,,,,,,20220309,,,,0,0,,,,,x,,,,,
Allard,,57,,,,6,2022,,,dead,,,,,,,,,,,,,,,,,,,,,,20220309,,,,0,0,,,,,x,,,,,
Allard,,51,,,5/1/22,6,2022,,,alive,,20,05/02/22,,,,,,,,,,,,,,,,,,,20220311,,2,5,0.6666666667,250000,,,,,x,,,,,
Allard,,52,,,,6,2022,,,dead,,,,,,,,,,,,,,,,,,,,,,20220309,,,,0,0,,,,,x,,,,,
Allard,,54,,,,6,2022,,,dead,,,,,,,,,,,,,,,,,,,,,,20220309,,,,0,0,,,,,x,,,,,
Georgia,NPQ,84,P1 (from 51-21),2022,7/30/22,7,2022,67.19,2022,,,,,,,,,,,,,,,,,8/10,9:26,11:26,53,51,3.773584906,,,0,3,0,150000,,,,,,,,,,
Georgia,NPQ,85,P1 (from 51-21),2022,7/30/22,7,2022,67.19,2022,,,,,,,,,,,,,,,,,8/10,9:27,11:27,51,19,62.74509804,,,0,8,0,400000,,,,,,,,,,
Georgia,NPQ,86,P1 (from 51-21),2022,7/30/22,7,2022,67.19,2022,,,,,,,,,,,,,,,,,8/10,9:29,11:29,51,46,9.803921569,,,2,2,0.6666666667,100000,,,,,,,,,,
Georgia,NPQ,87,P1 (from 51-21),2022,7/30/22,7,2022,67.19,2022,,,,,,,,,,,,,,,,,8/10,9:32,11:32,51,49,3.921568627,,,0,2,0,100000,,,,,,,,,,
Georgia,NPQ,88,P1 (from 51-21),2022,7/30/22,7,2022,67.19,2022,,,,,,,,,,,,,,,,,8/10,9:36,11:34,52,49,5.769230769,,,0,1,0,50000,,,,,,,,,,
Georgia,NPQ,89,P2 (from 46-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/10,9:38,11:38,54,52,3.703703704,,,0,14,0,700000,,,,,,,,,,
Georgia,NPQ,90,P2 (from 46-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/10,9:40,11:40,50,4,92,,,0,2,0,100000,,,,,,,,,,
Georgia,NPQ,91,P2 (from 46-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/10,9:43,11:43,47,21,55.31914894,,,0,7,0,350000,,,,,,,,,,
Georgia,NPQ,92,P2 (from 46-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/10,9:45,11:45,55,29,47.27272727,,,0,7,0,350000,,,,,,,,,,
Georgia,NPQ,93,P2 (from 46-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/10,9:49,11:49,52,12,76.92307692,,,0,1,0,50000,,,,,,,,,,
Georgia,NPQ,94,P3 (from 61-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/10,9:52,11:52,50,49,2,,,1,8,0.3333333333,400000,,,,,,,,,,
Georgia,NPQ,95,P3 (from 61-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,EFB 8/10,,,,,,,,,,,,,,,0,0,0,0,,,,,,Removed from study 8/10,,,,
Georgia,NPQ,96,P3 (from 61-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/10,10:01,12:01,56,38,32.14285714,,,1,0,0.3333333333,0,,,,,,,,,,
Georgia,NPQ,97,P3 (from 61-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/10,10:03,12:03,52,47,9.615384615,,,1,2,0.3333333333,100000,,,,,,,,,,
Georgia,NPQ,98,P3 (from 61-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/10,10:05,12:05,48,35,27.08333333,,,2,1,0.6666666667,50000,,,,,,,,,,
Georgia,NPQ,99,P4 (from 63-21),2022,7/30/22,7,2022,76.20,2022,,,,,,,,,,,,,,,,,8/10,10:07,12:07,53,49,7.547169811,,,1,3,0.3333333333,150000,,,,,,,,,,
Georgia,NPQ,100,P4 (from 63-21),2022,7/30/22,7,2022,76.20,2022,,,,,,,,,,,,,,,,,8/10,10:11,12:11,55,43,21.81818182,,,0,2,0,100000,,,,,,,,,,
Georgia,NPQ,101,P4 (from 63-21),2022,7/30/22,7,2022,76.20,2022,,,,,,,,,,,,,,,,,8/10,10:12,12:12,50,33,34,,,0,1,0,50000,,,,,,,,,,
Georgia,NPQ,102,P4 (from 63-21),2022,7/30/22,7,2022,76.20,2022,,,,,,,,,,,,,,,,,8/10,10:14,12:14,50,13,74,,,4,2,1.333333333,100000,,,,,,,,,,
Georgia,NPQ,103,P4 (from 63-21),2022,7/30/22,7,2022,76.20,2022,,,,,,,,,,,,,,,,,8/10,10:17,12:16,51,49,3.921568627,,,1,0,0.3333333333,0,,,,,,,,,,
Georgia,NPQ,104,P5 (from 44-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/10,10:19,12:19,52,48,7.692307692,,,1,0,0.3333333333,0,,,,,,,,,,
Georgia,NPQ,105,P5 (from 44-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/10,10:23,12:23,52,47,9.615384615,,,1,3,0.3333333333,150000,,,,,,,,,,
Georgia,NPQ,106,P5 (from 44-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/10,10:25,12:25,55,53,3.636363636,,,2,0,0.6666666667,0,,,,,,,,,,
Georgia,NPQ,107,P5 (from 44-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/10,10:27,12:27,49,49,0,,,0,7,0,350000,,,,,,,,,,
Georgia,NPQ,108,P5 (from 44-21),2022,7/30/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/10,10:29,12:29,53,49,7.547169811,,,0,5,0,250000,,,,,,,,,,
Georgia,FHA,109,86 P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,10:31,12:31,53,49,7.547169811,,,0,3,0,150000,,,,,,,,,,
Georgia,FHA,110,86 P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,10:33,12:33,47,46,2.127659574,,,1,0,0.3333333333,0,,,,,,,,,,
Georgia,FHA,111,86 P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,YES 8/10,,,,,,,,,,,,,,,0,0,0,0,,,,,,Removed from study 8/10,,,,
Georgia,FHA,112,86 P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,10:37,12:37,49,47,4.081632653,,,1,6,0.3333333333,300000,,,,,,,,,,
Georgia,FHA,113,86 P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,10:39,12:39,51,49,3.921568627,,,0,6,0,300000,,,,,,,,,,
Georgia,FHA,114,85P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,10:42,12:42,52,47,9.615384615,,,3,2,1,100000,,,,,,,,,,
Georgia,FHA,115,85P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,10:44,12:44,52,44,15.38461538,,,0,0,0,0,,,,,,,,,,
Georgia,FHA,116,85P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,10:46,12:46,51,48,5.882352941,,,0,5,0,250000,,,,,,,,,,
Georgia,FHA,117,85P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,10:49,12:49,48,44,8.333333333,,,2,8,0.6666666667,400000,,,,,,,,,,
Georgia,FHA,118,85P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,Not enough capped brood to test,,,,,,,,2,2,0.6666666667,100000,,,,,,QL 7/30; New laying queen 8/10,,,,
Georgia,FHA,119,84P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,10:51,12:50,48,45,6.25,,,1,13,0.3333333333,650000,,,,,,,,,,
Georgia,FHA,120,84P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,10:54,12:54,50,25,50,,,0,6,0,300000,,,,,,,,,,
Georgia,FHA,121,84P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,10:56,12:56,49,27,44.89795918,,,1,7,0.3333333333,350000,,,,,,,,,,
Georgia,FHA,122,84P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,10:59,12:59,53,49,7.547169811,,,0,6,0,300000,,,,,,,,,,
Georgia,FHA,123,84P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,11:00,1:00,52,20,61.53846154,,,0,5,0,250000,,,,,,,,,,
Georgia,FHA,124,82P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,11:01,1:01,53,41,22.64150943,,,1,0,0.3333333333,0,,,,,,,,,,
Georgia,FHA,125,82P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,11:04,1:04,50,43,14,,,0,2,0,100000,,,,,,,,,,
Georgia,FHA,126,82P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,11:06,1:06,48,47,2.083333333,,,1,3,0.3333333333,150000,,,,,,,,,,
Georgia,FHA,127,82P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,11:08,1:08,51,23,54.90196078,,,0,1,0,50000,,,,,,,,,,
Georgia,FHA,128,82P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,11:10,1:10,49,46,6.12244898,,,1,0,0.3333333333,0,,,,,,,,,,
Georgia,FHA,129,81P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,11:12,1:12,51,37,27.45098039,,,0,10,0,500000,,,,,,,,,,
Georgia,FHA,130,81P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,11:13,1:13,49,49,0,,,1,4,0.3333333333,200000,,,,,,,,,,
Georgia,FHA,131,81P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,11:15,1:15,46,45,2.173913043,,,0,1,0,50000,,,,,,,,,,
Georgia,FHA,132,81P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,11:18,1:18,47,45,4.255319149,,,1,3,0.3333333333,150000,,,,,,Stingy,,,,
Georgia,FHA,133,81P,2022,7/30/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/10,11:20,1:20,46,46,0,,,0,8,0,400000,,,,,,,,,,
Rainville,NPQ,134,P1 (from 51-21),2022,7/31/22,7,2022,67.19,2022,,,,,,,,,,,,,,,,,8/12,11:08,1:08,50,49,2,,,0,3,0,150000,,,,,,,,,,
Rainville,NPQ,135,P1 (from 51-21),2022,7/31/22,7,2022,67.19,2022,,,,,,,,,,,,,,,,,8/12,10:13,12:13,52,51,1.923076923,,,1,3,0.3333333333,150000,,,,,,,,,,
Rainville,NPQ,136,P1 (from 51-21),2022,7/31/22,7,2022,67.19,2022,,,,,,,,,,,,,,,,,8/12,10:17,12:17,48,35,27.08333333,,,1,0,0.3333333333,0,,,,,,,,,,
Rainville,NPQ,137,P1 (from 51-21),2022,7/31/22,7,2022,67.19,2022,,,,,,,,,,,,,,,,,8/12,10:19,12:18,50,50,0,,,1,1,0.3333333333,50000,,,,,,,,,,
Rainville,NPQ,138,P1 (from 51-21),2022,7/31/22,7,2022,67.19,2022,,,,,,,,,,,,,,,,,8/12,10:21,12:21,50,0,100,,,3,0,1,0,,,,,,,,,,
Rainville,NPQ,139,P2 (from 46-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/12,11:01,1:01,49,48,2.040816327,,,1,5,0.3333333333,250000,,,,,,,,,,
Rainville,NPQ,140,P2 (from 46-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/12,9:57,11:57,49,29,40.81632653,,,0,11,0,550000,,,,,,,,,,
Rainville,NPQ,141,P2 (from 46-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/12,10:01,12:01,49,47,4.081632653,,,1,2,0.3333333333,100000,,,,,,,,,,
Rainville,NPQ,142,P2 (from 46-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/12,10:03,12:02,52,46,11.53846154,,,0,3,0,150000,,,,,,,,,,
Rainville,NPQ,143,P2 (from 46-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/12,10:05,12:05,56,24,57.14285714,,,0,4,0,200000,,,,,,,,,,
Rainville,NPQ,144,P3 (from 61-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/12,10:57,12:57,54,48,11.11111111,,,1,5,0.3333333333,250000,,,,,,,,,,
Rainville,NPQ,145,P3 (from 61-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/12,10:54,12:54,47,47,0,,,0,1,0,50000,,,,,,,,,,
Rainville,NPQ,146,P3 (from 61-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/12,10:52,12:52,50,50,0,,,1,0,0.3333333333,0,,,,,,,,,,
Rainville,NPQ,147,P3 (from 61-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,DWV 8/12,,,,,,,8/12,10:50,12:50,52,51,1.923076923,,,3,4,1,200000,,,,,,,,,,
Rainville,NPQ,148,P3 (from 61-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/12,10:48,12:48,53,33,37.73584906,,,0,3,0,150000,,,,,,,,,,
Rainville,NPQ,149,P4 (from 63-21),2022,7/31/22,7,2022,76.20,2022,,,,,,,,,,,,,,,,,8/12,10:46,12:46,49,23,53.06122449,,,0,1,0,50000,,,,,,,,,,
Rainville,NPQ,150,P4 (from 63-21),2022,7/31/22,7,2022,76.20,2022,,,,,,,,,,,,,,,,,8/12,10:42,12:42,46,45,2.173913043,,,1,10,0.3333333333,500000,,,,,,,,,,
Rainville,NPQ,151,P4 (from 63-21),2022,7/31/22,7,2022,76.20,2022,,,,,,,,,,,,,,,,,8/12,9:54,11:53,49,37,24.48979592,,,0,11,0,550000,,,,,,,,,,
Rainville,NPQ,152,P4 (from 63-21),2022,7/31/22,7,2022,76.20,2022,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,100000,,,,,,QL 7/31; QL 8/12; Removed from study 8/12,,,,
Rainville,NPQ,153,P4 (from 63-21),2022,7/31/22,7,2022,76.20,2022,,,,,,,,,,,,,,,,,8/12,9:59,11:58,52,44,15.38461538,,,4,0,1.333333333,0,,,,,,,,,,
Rainville,NPQ,154,P5 (from 44-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/12,9:52,11:52,55,38,30.90909091,,,2,1,0.6666666667,50000,,,,,,,,,,
Rainville,NPQ,155,P5 (from 44-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/12,9:51,11:51,51,50,1.960784314,,,1,11,0.3333333333,550000,,,,,,,,,,
Rainville,NPQ,156,P5 (from 44-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/12,9:48,11:47,34,33,2.941176471,,,0,6,0,300000,,,,,,,,,,
Rainville,NPQ,157,P5 (from 44-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/12,9:45,11:45,53,7,86.79245283,,,0,0,0,0,,,,,,,,,,
Rainville,NPQ,158,P5 (from 44-21),2022,7/31/22,7,2022,69.20,2022,,,,,,,,,,,,,,,,,8/12,9:42,11:43,51,50,1.960784314,,,0,1,0,50000,,,,,,,,,,
Rainville,FHA,159,86 P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:43,12:43,53,53,0,,,0,0,0,0,,,,,,,,,,
Rainville,FHA,160,86 P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:40,12:39,48,47,2.083333333,,,0,9,0,450000,,,,,,,,,,
Rainville,FHA,161,86 P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:59,1:01,50,23,54,,,3,2,1,100000,,,,,,,,,,
Rainville,FHA,162,86 P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,11:03,1:03,55,46,16.36363636,,,1,2,0.3333333333,100000,,,,,,,,,,
Rainville,FHA,163,86 P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,11:05,1:06,39,33,15.38461538,,,0,5,0,250000,,,,,,,,,,
Rainville,FHA,164,85P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:37,12:37,50,45,10,,,0,10,0,500000,,,,,,,,,,
Rainville,FHA,165,85P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:35,12:34,55,54,1.818181818,,,0,0,0,0,,,,,,,,,,
Rainville,FHA,166,85P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:31,12:30,48,46,4.166666667,,,0,0,0,0,,,,,,,,,,
Rainville,FHA,167,85P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:28,12:28,47,47,0,,,3,1,1,50000,,,,,,,,,,
Rainville,FHA,168,85P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:26,12:25,48,34,29.16666667,,,0,1,0,50000,,,,,,,,,,
Rainville,FHA,169,84P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:33,12:32,53,36,32.0754717,,,2,0,0.6666666667,0,,,,,,,,,,
Rainville,FHA,170,84P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:15,12:15,54,51,5.555555556,,,3,3,1,150000,,,,,,,,,,
Rainville,FHA,171,84P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:11,12:11,51,10,80.39215686,,,NA,2,,100000,,,,,,July varroa sample missing,,,,
Rainville,FHA,172,84P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:09,12:09,46,46,0,,,1,1,0.3333333333,50000,,,,,,,,,,
Rainville,FHA,173,84P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:07,12:07,49,6,87.75510204,,,0,1,0,50000,,,,,,,,,,
Rainville,FHA,174,82P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,11:22,1:22,52,35,32.69230769,,,0,2,0,100000,,,,,,,,,,
Rainville,FHA,175,82P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,11:18,1:18,53,39,26.41509434,,,2,2,0.6666666667,100000,,,,,,,,,,
Rainville,FHA,176,82P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,11:15,1:14,50,9,82,,,1,2,0.3333333333,100000,,,,,,,,,,
Rainville,FHA,177,82P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,11:13,1:12,52,52,0,,,0,0,0,0,,,,,,,,,,
Rainville,FHA,178,82P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:23,12:23,48,40,16.66666667,,,NA,NA,,,,,,,,July varroa sample missing,,,,
Rainville,FHA,179,81P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,10:24,12:23,49,43,12.24489796,,,0,2,0,100000,,,,,,,,,,
Rainville,FHA,180,81P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,11:07,1:07,52,49,5.769230769,,,0,2,0,100000,,,,,,,,,,
Rainville,FHA,181,81P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,11:10,1:10,50,34,32,,,0,0,0,0,,,,,,,,,,
Rainville,FHA,182,81P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,YES 8/12,,,,,,,,,,,,#DIV/0!,,,0,0,0,0,,,,,,Removed from study 8/12,,,,
Rainville,FHA,183,81P,2022,7/31/22,7,2022,-,2022,,,,,,,,,,,,,,,,,8/12,11:20,1:20,50,1,98,,,1,4,0.3333333333,200000,,,,,,,,,,
Georgia,NPQ,84,P1 (from 51-21),2022,,8,2022,67.19,2022,,,,,,,,,,,8/24/22,8/25/22,6,175,0,100.00%,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,85,P1 (from 51-21),2022,,8,2022,67.19,2022,,,,,,,,,,,8/24/22,8/25/22,5,187,0,100.00%,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,86,P1 (from 51-21),2022,,8,2022,67.19,2022,,,,,,,,,,,8/24/22,8/25/22,2,167,0,100.00%,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,87,P1 (from 51-21),2022,,8,2022,67.19,2022,,,,,,,,,,,8/24/22,8/25/22,6,131,2,98.47%,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,88,P1 (from 51-21),2022,,8,2022,67.19,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,89,P2 (from 46-21),2022,,8,2022,69.20,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,90,P2 (from 46-21),2022,,8,2022,69.20,2022,,,,,,,,,,,8/24/22,8/25/22,15,152,12,92.11%,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,91,P2 (from 46-21),2022,,8,2022,69.20,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,92,P2 (from 46-21),2022,,8,2022,69.20,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,93,P2 (from 46-21),2022,,8,2022,69.20,2022,,,,,,,,,,,8/24/22,8/25/22,24,154,0,100.00%,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,94,P3 (from 61-21),2022,,8,2022,69.20,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,95,P3 (from 61-21),2022,,8,2022,69.20,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,96,P3 (from 61-21),2022,,8,2022,69.20,2022,,,,,,,,,,,8/24/22,8/25/22,2,108,6,94.44%,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,97,P3 (from 61-21),2022,,8,2022,69.20,2022,,,,,,,,,,,8/24/22,8/25/22,3,165,5,96.97%,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,98,P3 (from 61-21),2022,,8,2022,69.20,2022,,,,,,,,,,,8/24/22,8/25/22,13,133,0,100.00%,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,99,P4 (from 63-21),2022,,8,2022,76.20,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
